trip_id,booking_id,trip_start_time,trip_end_time,distance_km,fare
832,1766,2025-06-27 14:31:36,2025-06-27 15:12:36,14.87,200.79
833,3460,2025-06-25 10:57:39,2025-06-25 12:25:39,39.4,537.55
834,1611,2024-07-16 02:58:54,2024-07-16 03:20:54,7.55,87.21
835,4954,2024-01-16 20:06:29,2024-01-16 21:03:29,26.81,260.87
836,2661,2024-07-14 17:19:57,2024-07-14 19:06:57,13.61,173.08
837,2205,2025-04-20 07:10:38,2025-04-20 08:10:38,25.22,269.48
838,3211,2024-01-23 11:10:17,2024-01-23 11:31:17,6.24,62.09
839,1291,2024-05-28 12:56:36,2024-05-28 14:09:36,17.08,181.39
840,1071,2023-11-23 17:34:02,2023-11-23 19:21:02,16.38,224.06
841,2129,2024-10-08 18:24:04,2024-10-08 20:19:04,33.48,464.16
842,1192,2025-02-19 02:51:30,2025-02-19 03:16:30,13.08,139.58
843,2220,2024-04-02 22:44:42,2024-04-02 23:24:42,39.68,442.43
844,4650,2024-12-29 13:03:31,2024-12-29 13:13:31,23.29,220.05
845,78,2025-07-14 13:42:30,2025-07-14 14:19:30,28.97,283.66
846,3421,2024-11-19 04:42:19,2024-11-19 05:49:19,23.36,309.07
847,3449,2025-05-16 21:01:44,2025-05-16 21:21:44,2.28,28.43
848,3885,2023-12-12 19:37:36,2023-12-12 21:08:36,30.02,368.59
849,1937,2024-09-16 02:54:33,2024-09-16 03:14:33,12.16,120.05
850,2538,2025-07-17 09:35:13,2025-07-17 10:55:13,34.7,486.92
851,2853,2025-05-16 16:09:10,2025-05-16 16:41:10,9.29,129.44
852,664,2025-02-27 08:15:44,2025-02-27 08:31:44,7.31,105.65
853,2897,2025-02-04 20:33:35,2025-02-04 21:05:35,22.54,259.51
854,3682,2024-10-28 22:38:08,2024-10-28 23:12:08,10.61,136.2
855,377,2024-10-26 19:20:45,2024-10-26 20:08:45,8.48,84.19
856,3860,2024-11-15 07:42:05,2024-11-15 09:01:05,39.18,531.53
857,1367,2023-12-24 14:57:37,2023-12-24 16:48:37,5.54,60.83
858,4081,2024-01-09 04:01:59,2024-01-09 04:42:59,27.86,256.8
859,3855,2024-10-24 11:14:34,2024-10-24 12:04:34,32.15,377.84
860,4157,2025-04-16 07:21:47,2025-04-16 07:33:47,25.64,290.82
861,3827,2023-09-16 05:40:30,2023-09-16 07:37:30,15.87,218.9
862,4533,2025-06-10 09:39:31,2025-06-10 10:56:31,3.94,33.36
863,2840,2025-03-07 01:06:36,2025-03-07 01:48:36,31.76,359.08
864,2450,2025-02-27 17:29:05,2025-02-27 17:55:05,3.07,40.92
865,3766,2024-02-07 17:26:21,2024-02-07 18:58:21,38.31,540.56
866,3707,2023-12-14 05:04:54,2023-12-14 06:52:54,23.0,259.93
867,1632,2024-05-21 18:31:40,2024-05-21 20:24:40,9.7,81.1
868,3401,2023-09-16 14:39:16,2023-09-16 15:55:16,26.89,262.31
869,4753,2023-09-06 13:08:22,2023-09-06 14:14:22,10.33,113.93
870,2429,2024-01-20 06:48:42,2024-01-20 07:42:42,9.59,86.59
871,1327,2024-05-18 16:22:42,2024-05-18 17:10:42,13.03,107.24
872,1305,2023-12-14 16:29:11,2023-12-14 17:15:11,37.29,547.49
873,187,2024-06-02 10:22:31,2024-06-02 10:55:31,15.55,199.26
874,2309,2025-08-01 05:35:15,2025-08-01 07:20:15,38.9,475.49
875,2897,2025-07-08 10:49:20,2025-07-08 11:53:20,36.01,322.32
876,4093,2023-10-26 06:38:57,2023-10-26 07:57:57,2.68,37.68
877,780,2024-03-10 22:49:12,2024-03-11 00:35:12,29.84,260.7
878,1465,2025-08-09 21:28:46,2025-08-09 22:49:46,8.85,102.43
879,816,2024-08-01 16:37:15,2024-08-01 17:17:15,13.5,110.45
880,1899,2025-08-31 07:22:48,2025-08-31 08:31:48,11.91,159.92
881,3628,2024-08-24 04:39:21,2024-08-24 05:15:21,12.6,131.83
882,4062,2025-03-20 16:27:42,2025-03-20 18:07:42,26.56,385.09
883,2766,2025-07-28 10:52:51,2025-07-28 12:52:51,4.84,54.87
884,4127,2024-07-13 08:30:58,2024-07-13 08:55:58,18.99,209.81
885,2963,2024-10-15 13:46:48,2024-10-15 14:39:48,26.19,377.36
886,2674,2023-09-21 15:22:42,2023-09-21 16:44:42,8.2,119.13
887,2900,2024-11-07 16:59:24,2024-11-07 18:13:24,26.89,386.98
888,4567,2024-03-23 01:35:10,2024-03-23 02:19:10,16.17,224.18
889,2504,2024-12-17 14:04:39,2024-12-17 15:23:39,25.96,285.1
890,1224,2025-05-06 15:04:27,2025-05-06 16:11:27,21.13,286.93
891,4857,2023-10-30 17:04:58,2023-10-30 18:27:58,30.53,395.85
892,3960,2024-08-30 16:23:44,2024-08-30 17:28:44,5.32,75.78
893,1643,2024-03-29 07:53:23,2024-03-29 08:44:23,14.41,126.66
894,1177,2023-12-09 14:45:18,2023-12-09 15:35:18,4.52,53.75
895,1015,2025-03-31 20:11:22,2025-03-31 20:43:22,12.9,172.66
896,4004,2024-04-30 18:07:05,2024-04-30 18:31:05,30.8,260.5
897,3253,2024-12-23 20:17:03,2024-12-23 21:04:03,28.56,311.82
898,2680,2023-12-15 10:35:19,2023-12-15 12:25:19,6.79,56.69
899,4206,2025-06-11 16:38:58,2025-06-11 18:38:58,26.18,296.25
900,4867,2024-07-14 21:42:38,2024-07-14 22:31:38,25.38,295.47
901,2945,2024-10-08 14:11:14,2024-10-08 15:03:14,27.64,391.12
902,1306,2025-08-06 02:48:19,2025-08-06 04:04:19,8.22,112.57
903,3492,2025-08-05 02:10:45,2025-08-05 02:37:45,5.93,56.04
904,2162,2024-11-26 15:33:37,2024-11-26 16:16:37,33.25,306.71
905,1584,2024-10-06 00:53:21,2024-10-06 02:31:21,9.03,96.09
906,294,2025-03-29 13:11:56,2025-03-29 14:51:56,22.29,229.52
907,3353,2025-07-21 07:07:42,2025-07-21 07:34:42,23.14,301.24
908,4638,2023-12-03 13:31:37,2023-12-03 13:56:37,25.64,360.19
909,2303,2025-06-05 00:13:18,2025-06-05 02:12:18,26.85,374.98
910,2102,2025-03-07 07:56:37,2025-03-07 08:15:37,5.41,77.54
911,2413,2024-03-06 05:49:04,2024-03-06 06:45:04,14.18,197.53
912,1172,2023-11-23 09:05:48,2023-11-23 10:46:48,31.92,336.05
913,1245,2024-09-02 23:37:34,2024-09-03 01:37:34,32.49,366.54
914,1391,2025-03-01 06:56:46,2025-03-01 08:45:46,22.97,240.75
915,1890,2025-07-21 23:51:20,2025-07-22 01:10:20,19.36,161.91
916,31,2024-02-28 13:35:31,2024-02-28 14:48:31,3.18,45.33
917,1901,2024-03-02 06:52:24,2024-03-02 07:12:24,22.01,205.97
918,3260,2024-06-01 02:25:26,2024-06-01 02:53:26,16.48,199.76
919,3773,2025-05-08 19:47:59,2025-05-08 21:07:59,16.89,220.46
920,314,2023-09-27 20:47:40,2023-09-27 22:39:40,36.18,344.36
921,3263,2025-07-01 17:28:07,2025-07-01 19:16:07,11.69,93.9
922,675,2024-05-18 01:59:24,2024-05-18 02:20:24,33.24,432.7
923,2252,2023-09-12 04:08:23,2023-09-12 05:07:23,38.45,403.61
924,3694,2024-03-31 05:47:25,2024-03-31 07:33:25,23.25,326.73
925,489,2023-11-08 03:43:29,2023-11-08 05:23:29,17.59,257.98
926,3309,2024-04-15 16:58:45,2024-04-15 18:56:45,21.37,269.05
927,659,2024-02-07 22:09:13,2024-02-07 23:10:13,26.99,389.95
928,2543,2024-06-27 05:38:06,2024-06-27 06:17:06,13.05,163.52
929,4655,2024-11-04 09:20:17,2024-11-04 10:25:17,23.08,268.61
930,3727,2024-11-08 14:53:57,2024-11-08 15:54:57,14.97,161.9
931,1972,2023-11-09 23:15:17,2023-11-09 23:30:17,37.77,430.77
932,4097,2024-02-25 00:49:16,2024-02-25 02:19:16,36.43,543.76
933,2525,2025-02-12 00:28:10,2025-02-12 01:39:10,3.77,52.46
934,990,2024-06-14 08:03:40,2024-06-14 09:13:40,11.5,169.66
935,4530,2025-03-02 19:25:30,2025-03-02 20:14:30,27.5,272.6
936,2412,2025-07-29 07:05:49,2025-07-29 08:01:49,27.46,299.5
937,4081,2024-04-27 00:04:00,2024-04-27 00:55:00,35.62,507.19
938,3416,2025-03-30 18:18:20,2025-03-30 19:25:20,28.14,264.67
939,3873,2024-01-20 10:51:43,2024-01-20 12:45:43,13.31,132.45
940,3045,2025-07-09 09:41:32,2025-07-09 10:37:32,37.99,490.67
941,198,2023-11-12 12:56:17,2023-11-12 14:03:17,18.15,226.67
942,4003,2023-10-28 23:41:34,2023-10-29 00:41:34,16.99,174.3
943,2843,2024-07-12 05:14:17,2024-07-12 06:13:17,33.92,278.4
944,4030,2024-03-30 12:16:01,2024-03-30 14:06:01,20.83,283.83
945,3824,2025-05-07 05:43:34,2025-05-07 07:08:34,32.42,472.54
946,4304,2024-03-13 11:53:42,2024-03-13 13:43:42,25.72,250.59
947,2807,2024-02-16 03:00:28,2024-02-16 04:43:28,34.15,359.65
948,3039,2024-04-20 14:38:00,2024-04-20 14:52:00,27.93,273.91
949,1050,2024-06-19 05:05:00,2024-06-19 05:20:00,7.11,66.06
950,1493,2024-09-20 09:14:27,2024-09-20 10:29:27,24.72,260.5
951,3771,2023-10-04 16:01:55,2023-10-04 17:32:55,14.22,119.69
952,1988,2024-07-20 16:27:26,2024-07-20 18:24:26,9.8,147.0
953,1447,2023-09-10 09:08:24,2023-09-10 09:55:24,14.92,126.51
954,3788,2024-02-17 14:42:22,2024-02-17 16:23:22,2.97,28.66
955,1958,2023-11-14 10:35:16,2023-11-14 12:32:16,6.64,68.46
956,434,2025-05-24 18:54:41,2025-05-24 20:53:41,39.94,443.39
957,2915,2025-07-02 06:41:50,2025-07-02 07:01:50,29.98,244.89
958,260,2025-04-27 13:03:22,2025-04-27 13:15:22,8.52,104.65
959,2667,2024-04-09 08:04:57,2024-04-09 09:41:57,12.16,101.21
960,4614,2023-10-04 16:39:19,2023-10-04 18:30:19,35.61,448.93
961,4423,2025-03-14 01:18:56,2025-03-14 02:34:56,11.27,163.15
962,2449,2025-06-24 18:31:36,2025-06-24 20:29:36,29.41,270.05
963,4367,2024-04-04 03:43:09,2024-04-04 04:56:09,2.71,23.32
964,1890,2024-12-25 03:35:19,2024-12-25 03:47:19,25.28,366.23
965,2320,2023-12-06 05:53:00,2023-12-06 06:32:00,10.16,118.43
966,1734,2025-05-15 05:30:27,2025-05-15 07:08:27,23.71,347.36
967,3104,2025-06-03 21:19:44,2025-06-03 21:58:44,19.2,243.87
968,214,2024-10-10 10:14:12,2024-10-10 10:42:12,25.49,373.19
969,3392,2024-08-26 09:34:07,2024-08-26 11:22:07,6.89,82.49
970,1254,2025-06-27 02:11:38,2025-06-27 02:58:38,28.41,345.0
971,476,2025-06-22 15:48:46,2025-06-22 16:14:46,19.1,212.06
972,1769,2024-07-18 06:35:42,2024-07-18 08:06:42,18.82,205.1
973,2817,2025-02-14 13:00:06,2025-02-14 13:35:06,19.6,175.9
974,4588,2024-03-20 02:10:17,2024-03-20 02:42:17,29.05,389.64
975,1009,2023-12-02 05:32:14,2023-12-02 06:58:14,11.95,109.17
976,2082,2024-10-21 18:24:37,2024-10-21 20:02:37,26.59,243.76
977,4414,2025-03-28 01:30:07,2025-03-28 02:52:07,35.63,503.61
978,1465,2025-06-19 04:37:30,2025-06-19 05:16:30,20.88,308.31
979,758,2024-05-05 14:53:43,2024-05-05 16:40:43,18.23,232.51
980,2294,2024-05-16 17:55:05,2024-05-16 19:45:05,16.99,174.37
981,4983,2023-11-11 10:48:41,2023-11-11 12:01:41,34.3,408.85
982,367,2025-03-14 11:40:28,2025-03-14 13:38:28,34.94,330.38
983,4264,2024-10-10 14:44:30,2024-10-10 16:24:30,36.16,346.5
984,3867,2024-01-16 23:23:28,2024-01-17 00:50:28,7.32,74.85
985,4622,2024-03-12 01:43:42,2024-03-12 02:17:42,32.59,433.78
986,1825,2023-10-21 11:48:54,2023-10-21 12:54:54,34.94,289.63
987,2089,2024-05-03 06:51:53,2024-05-03 07:15:53,23.72,307.5
988,348,2023-09-24 15:09:00,2023-09-24 16:00:00,32.86,369.24
989,1627,2024-06-09 10:34:24,2024-06-09 12:34:24,5.77,81.49
990,3458,2024-06-18 17:25:29,2024-06-18 18:51:29,22.82,280.67
991,1889,2024-01-18 13:43:56,2024-01-18 15:13:56,18.85,234.08
992,1026,2024-04-14 09:03:20,2024-04-14 10:46:20,35.15,321.04
993,4213,2024-01-28 11:22:27,2024-01-28 11:41:27,32.48,297.85
994,2197,2025-07-18 23:50:46,2025-07-19 00:05:46,14.55,155.09
995,2777,2024-09-27 00:08:58,2024-09-27 00:30:58,4.38,65.6
996,49,2024-10-09 23:52:14,2024-10-10 01:34:14,6.54,72.47
997,2463,2024-03-18 01:27:32,2024-03-18 01:46:32,4.03,53.95
998,859,2024-08-07 20:47:26,2024-08-07 22:23:26,22.7,277.02
999,4713,2025-01-18 23:27:52,2025-01-19 00:03:52,25.39,279.94
1000,2762,2025-05-26 12:15:19,2025-05-26 12:56:19,21.9,315.71
1001,3589,2024-09-06 06:49:10,2024-09-06 07:12:10,17.27,163.45
1002,3088,2024-06-21 15:09:44,2024-06-21 16:15:44,12.03,143.33
1003,3318,2024-02-27 11:44:00,2024-02-27 12:26:00,6.7,73.43
1004,1762,2025-04-27 06:33:00,2025-04-27 07:02:00,39.86,379.95
1005,2116,2024-12-04 07:23:05,2024-12-04 08:12:05,25.88,258.82
1006,1151,2024-08-09 01:05:54,2024-08-09 01:56:54,39.97,449.4
1007,4153,2024-12-15 13:52:11,2024-12-15 14:04:11,12.79,119.46
1008,4781,2024-06-29 05:11:36,2024-06-29 05:59:36,17.18,215.86
1009,4999,2023-11-16 19:05:07,2023-11-16 20:16:07,21.99,293.79
1010,1107,2024-03-18 10:34:44,2024-03-18 11:36:44,34.16,498.25
1011,1049,2024-05-19 08:26:00,2024-05-19 09:17:00,13.68,194.15
1012,576,2024-05-03 06:07:30,2024-05-03 06:58:30,15.45,212.18
1013,2179,2025-05-27 11:37:51,2025-05-27 12:26:51,21.1,256.68
1014,2341,2024-07-06 14:37:32,2024-07-06 16:24:32,15.36,206.93
1015,4077,2023-11-02 03:49:59,2023-11-02 05:13:59,36.58,388.54
1016,933,2024-03-06 02:09:29,2024-03-06 04:00:29,11.18,94.26
1017,2808,2025-06-29 18:22:27,2025-06-29 18:58:27,10.92,147.78
1018,929,2024-10-12 18:39:09,2024-10-12 20:24:09,32.75,404.52
1019,2142,2024-11-18 14:07:21,2024-11-18 15:13:21,19.98,292.24
1020,328,2023-11-24 07:55:07,2023-11-24 09:17:07,28.73,426.49
1021,4722,2024-12-04 22:26:32,2024-12-04 23:52:32,20.36,166.07
1022,355,2025-02-20 14:27:30,2025-02-20 16:10:30,35.89,431.15
1023,3381,2025-08-17 13:27:42,2025-08-17 14:50:42,34.65,438.9
1024,4247,2025-06-03 13:01:50,2025-06-03 14:39:50,30.02,257.61
1025,1804,2023-09-12 10:43:30,2023-09-12 10:54:30,2.43,34.51
1026,4866,2024-01-07 19:09:34,2024-01-07 20:54:34,25.58,227.97
1027,2580,2025-03-28 08:09:35,2025-03-28 08:57:35,31.86,474.56
1028,383,2024-10-23 11:51:57,2024-10-23 12:12:57,23.62,251.23
1029,3227,2025-04-20 11:25:03,2025-04-20 11:50:03,25.74,313.59
1030,4721,2024-01-06 05:24:33,2024-01-06 06:00:33,16.95,147.38
1031,4521,2024-03-08 01:22:02,2024-03-08 01:55:02,24.48,309.13
1032,4759,2024-12-06 01:00:21,2024-12-06 02:50:21,8.17,119.36
1033,3364,2024-05-08 02:21:18,2024-05-08 03:22:18,4.2,45.95
1034,3736,2025-06-03 00:18:35,2025-06-03 02:06:35,2.84,37.05
1035,2057,2024-01-09 12:08:12,2024-01-09 12:27:12,20.96,263.11
1036,385,2024-05-14 12:23:19,2024-05-14 12:58:19,32.35,340.79
1037,2057,2024-05-27 11:19:37,2024-05-27 12:17:37,28.81,288.01
1038,2062,2024-09-10 11:31:04,2024-09-10 13:28:04,35.68,377.91
1039,4167,2025-02-24 04:40:39,2025-02-24 05:22:39,30.14,430.26
1040,2334,2025-01-25 16:45:37,2025-01-25 17:15:37,15.94,167.43
1041,3008,2024-04-22 02:19:35,2024-04-22 03:47:35,23.34,277.81
1042,2773,2025-08-11 15:09:58,2025-08-11 17:05:58,8.73,115.19
1043,1098,2024-04-03 04:04:08,2024-04-03 04:47:08,6.39,57.85
1044,1405,2024-11-19 06:52:26,2024-11-19 07:47:26,24.9,303.35
1045,202,2024-11-18 22:26:36,2024-11-18 23:03:36,31.82,442.47
1046,2669,2025-05-31 13:03:51,2025-05-31 14:22:51,32.08,355.0
1047,2460,2024-04-03 00:20:02,2024-04-03 01:33:02,39.16,488.65
1048,4672,2024-06-05 21:23:55,2024-06-05 21:35:55,19.93,193.26
1049,2626,2025-03-31 10:04:18,2025-03-31 10:22:18,18.57,186.34
1050,4875,2025-05-03 14:41:01,2025-05-03 15:08:01,10.18,139.3
1051,1255,2024-03-13 05:08:49,2024-03-13 05:53:49,5.26,74.07
1052,2954,2024-09-25 22:18:07,2024-09-25 23:49:07,3.33,44.49
1053,3588,2025-07-23 23:02:28,2025-07-23 23:45:28,21.48,219.73
1054,4554,2024-07-04 14:39:20,2024-07-04 16:20:20,19.3,161.57
1055,15,2024-07-12 13:54:24,2024-07-12 14:44:24,10.72,149.44
1056,105,2025-02-11 13:32:13,2025-02-11 14:39:13,20.77,300.93
1057,4177,2023-10-14 20:46:07,2023-10-14 20:57:07,26.48,327.97
1058,2507,2025-01-06 07:26:40,2025-01-06 09:01:40,22.6,329.6
1059,2107,2025-05-13 08:18:19,2025-05-13 10:17:19,35.33,447.51
1060,508,2024-08-11 22:55:27,2024-08-11 23:35:27,35.41,455.63
1061,3130,2024-05-25 11:12:00,2024-05-25 11:22:00,15.42,128.75
1062,1257,2025-01-06 19:40:52,2025-01-06 20:27:52,5.82,60.69
1063,4507,2024-03-27 02:26:44,2024-03-27 04:19:44,29.61,317.03
1064,2180,2023-09-11 14:56:14,2023-09-11 16:10:14,15.99,158.33
1065,2765,2025-03-08 11:22:39,2025-03-08 11:53:39,18.11,201.46
1066,675,2023-11-15 06:55:48,2023-11-15 08:52:48,25.45,370.37
1067,1962,2025-08-18 18:05:22,2025-08-18 19:32:22,10.57,90.04
1068,4269,2024-01-02 22:54:19,2024-01-02 23:48:19,13.28,172.08
1069,2291,2023-10-12 01:24:35,2023-10-12 02:05:35,16.31,239.12
1070,4194,2023-12-22 06:34:18,2023-12-22 08:08:18,10.2,123.69
1071,1053,2025-02-09 09:16:38,2025-02-09 09:31:38,34.2,289.87
1072,3677,2024-02-08 11:15:35,2024-02-08 11:37:35,38.34,570.88
1073,2228,2024-09-01 03:09:59,2024-09-01 04:38:59,29.07,243.52
1074,1458,2024-07-20 08:33:56,2024-07-20 09:26:56,10.83,112.52
1075,3110,2024-01-03 19:35:58,2024-01-03 20:57:58,28.05,335.84
1076,3911,2025-04-26 07:47:34,2025-04-26 09:11:34,4.8,67.12
1077,4655,2025-05-19 13:56:07,2025-05-19 15:11:07,35.47,358.94
1078,1023,2023-09-08 14:38:54,2023-09-08 15:26:54,29.08,430.29
1079,1800,2024-03-19 01:50:41,2024-03-19 02:03:41,5.04,43.22
1080,1422,2025-06-04 16:58:23,2025-06-04 17:52:23,36.24,359.54
1081,515,2023-10-23 08:01:16,2023-10-23 08:46:16,31.57,368.48
1082,2121,2024-09-11 08:32:34,2024-09-11 08:50:34,4.61,64.12
1083,65,2023-11-28 01:38:33,2023-11-28 02:02:33,17.35,232.87
1084,3677,2024-05-15 16:18:38,2024-05-15 17:41:38,38.52,501.31
1085,1217,2025-05-04 02:29:52,2025-05-04 03:16:52,21.13,281.17
1086,2275,2024-01-16 20:16:52,2024-01-16 21:31:52,10.82,140.01
1087,4604,2025-02-07 04:44:34,2025-02-07 05:30:34,28.32,307.39
1088,3544,2024-11-25 10:58:13,2024-11-25 12:15:13,18.25,223.41
1089,2797,2023-11-15 21:54:56,2023-11-15 22:20:56,21.3,177.97
1090,1934,2024-11-27 03:37:25,2024-11-27 05:05:25,39.67,389.81
1091,4021,2023-09-15 02:59:21,2023-09-15 04:13:21,14.98,157.39
1092,629,2024-07-05 07:58:31,2024-07-05 09:25:31,25.03,291.47
1093,4288,2025-04-12 13:41:27,2025-04-12 14:56:27,38.97,388.24
1094,2252,2025-07-05 07:45:30,2025-07-05 08:34:30,34.44,297.48
1095,2867,2023-09-12 22:48:56,2023-09-13 00:33:56,19.7,175.27
1096,4944,2024-08-12 09:04:01,2024-08-12 09:36:01,33.38,336.54
1097,2374,2024-03-04 10:16:51,2024-03-04 10:55:51,39.82,367.5
1098,2059,2024-02-20 23:05:46,2024-02-20 23:25:46,18.42,237.47
1099,1165,2023-11-26 20:12:56,2023-11-26 21:10:56,6.03,55.17
1100,2458,2025-04-17 16:01:30,2025-04-17 17:32:30,32.16,276.81
1101,388,2025-08-15 06:10:23,2025-08-15 07:32:23,37.49,520.82
1102,4425,2024-06-29 14:23:25,2024-06-29 15:14:25,35.51,485.66
1103,57,2024-11-01 21:31:12,2024-11-01 22:33:12,13.94,178.15
1104,4223,2025-01-23 05:32:56,2025-01-23 05:52:56,35.5,437.92
1105,4039,2025-03-05 21:26:45,2025-03-05 22:38:45,12.25,99.34
1106,1463,2025-04-12 13:21:49,2025-04-12 14:55:49,16.82,237.64
1107,4738,2024-07-09 21:45:36,2024-07-09 23:28:36,22.64,199.51
1108,3829,2023-09-28 00:06:03,2023-09-28 01:54:03,35.25,361.09
1109,657,2025-05-17 08:40:38,2025-05-17 10:19:38,22.61,222.46
1110,409,2025-07-25 18:51:57,2025-07-25 19:10:57,6.15,57.15
1111,1664,2024-08-05 21:43:20,2024-08-05 23:05:20,22.62,228.39
1112,2569,2025-02-04 18:22:37,2025-02-04 19:03:37,20.72,244.08
1113,3620,2025-04-23 23:02:14,2025-04-24 00:11:14,19.43,193.63
1114,879,2025-05-13 15:00:30,2025-05-13 15:44:30,8.38,105.4
1115,4823,2024-07-15 01:52:07,2024-07-15 03:19:07,38.71,509.2
1116,1458,2024-10-29 05:08:24,2024-10-29 05:23:24,15.63,192.57
1117,2569,2025-06-16 08:25:17,2025-06-16 09:31:17,5.68,75.38
1118,2344,2025-05-17 15:28:03,2025-05-17 16:39:03,34.49,452.88
1119,4655,2023-10-22 10:09:30,2023-10-22 10:52:30,20.32,259.53
1120,3020,2025-04-04 08:00:31,2025-04-04 08:12:31,28.77,241.65
1121,3075,2024-04-27 13:43:52,2024-04-27 14:29:52,25.3,246.34
1122,2050,2024-09-11 13:52:12,2024-09-11 14:23:12,30.63,441.08
1123,114,2025-03-13 10:00:46,2025-03-13 11:00:46,25.2,376.5
1124,4217,2024-01-17 00:07:33,2024-01-17 00:35:33,38.62,547.1
1125,3102,2025-09-02 06:36:42,2025-09-02 07:18:42,31.27,282.67
1126,873,2024-01-04 19:20:12,2024-01-04 20:49:12,26.22,258.36
1127,771,2024-05-25 21:54:56,2024-05-25 23:35:56,19.31,206.85
1128,3267,2025-07-29 22:43:35,2025-07-30 00:16:35,5.26,63.46
1129,2002,2023-10-20 11:24:19,2023-10-20 12:22:19,11.5,93.16
1130,4482,2024-04-29 01:48:56,2024-04-29 03:37:56,31.91,364.22
1131,2314,2024-06-10 09:07:34,2024-06-10 09:29:34,16.17,225.11
1132,2359,2023-12-28 07:26:21,2023-12-28 08:49:21,38.69,507.27
1133,1078,2024-03-17 16:08:23,2024-03-17 16:38:23,4.98,58.26
1134,3484,2024-08-28 04:13:09,2024-08-28 06:12:09,10.9,141.45
1135,4429,2023-10-02 06:31:50,2023-10-02 07:05:50,2.02,28.78
1136,1117,2025-04-14 22:10:04,2025-04-14 23:22:04,2.03,18.99
1137,244,2025-03-18 05:24:49,2025-03-18 07:18:49,7.76,70.26
1138,812,2024-12-20 02:02:05,2024-12-20 02:23:05,30.85,452.32
1139,1909,2024-07-08 03:04:11,2024-07-08 04:24:11,19.99,287.15
1140,398,2024-03-29 16:15:10,2024-03-29 17:25:10,23.5,197.88
1141,4909,2024-12-31 12:13:47,2024-12-31 13:35:47,33.87,483.96
1142,3563,2024-08-28 04:10:10,2024-08-28 05:42:10,22.94,243.15
1143,1864,2024-01-26 10:03:15,2024-01-26 11:13:15,18.95,214.48
1144,3102,2025-06-06 13:21:55,2025-06-06 13:34:55,13.62,156.95
1145,2266,2025-06-07 23:10:13,2025-06-07 23:49:13,30.73,438.32
1146,349,2025-05-16 14:40:50,2025-05-16 15:44:50,5.26,49.45
1147,431,2025-07-23 23:35:41,2025-07-24 00:45:41,35.05,383.04
1148,367,2024-05-08 13:50:41,2024-05-08 14:09:41,2.65,36.19
1149,4144,2024-05-13 18:05:13,2024-05-13 18:32:13,3.2,43.71
1150,4295,2024-07-21 14:56:48,2024-07-21 15:36:48,27.05,386.34
1151,3991,2024-12-01 07:33:58,2024-12-01 09:18:58,19.82,215.01
1152,1354,2024-03-17 07:26:52,2024-03-17 08:12:52,23.05,312.81
1153,3072,2025-08-26 04:33:01,2025-08-26 05:21:01,28.22,319.32
1154,608,2025-03-07 00:32:54,2025-03-07 01:16:54,39.73,405.52
1155,2791,2025-05-14 11:47:19,2025-05-14 12:01:19,23.8,266.01
1156,1594,2024-07-25 22:28:51,2024-07-25 23:14:51,29.76,405.42
1157,2099,2025-03-04 19:52:22,2025-03-04 21:07:22,33.54,325.11
1158,906,2025-06-15 00:51:05,2025-06-15 01:32:05,34.01,336.26
1159,797,2025-07-07 19:51:52,2025-07-07 20:41:52,18.83,204.0
1160,3368,2024-11-06 16:05:39,2024-11-06 16:53:39,7.62,95.45
1161,703,2023-11-04 07:49:44,2023-11-04 08:59:44,21.24,318.17
1162,141,2024-07-09 06:37:48,2024-07-09 08:33:48,4.32,45.51
1163,955,2025-06-21 23:26:27,2025-06-22 00:28:27,37.48,522.01
1164,2141,2024-11-29 19:25:51,2024-11-29 19:38:51,5.94,66.14
1165,1007,2024-11-17 13:00:37,2024-11-17 13:12:37,34.56,431.84
1166,2521,2025-01-14 09:57:22,2025-01-14 10:42:22,17.89,178.79
1167,3064,2024-06-05 20:40:07,2024-06-05 21:42:07,38.11,560.54
1168,2627,2024-06-04 19:05:46,2024-06-04 19:47:46,3.84,53.33
1169,1558,2023-10-10 19:14:03,2023-10-10 19:50:03,33.34,302.87
1170,100,2024-06-06 13:57:36,2024-06-06 15:46:36,21.25,185.29
1171,3748,2025-06-11 20:46:33,2025-06-11 21:14:33,24.48,330.98
1172,2704,2024-02-16 04:30:14,2024-02-16 05:29:14,35.99,395.24
1173,2411,2025-03-22 23:32:19,2025-03-23 01:20:19,20.46,199.74
1174,371,2024-06-10 00:54:59,2024-06-10 01:28:59,35.58,364.03
1175,2652,2024-08-10 00:28:54,2024-08-10 01:36:54,31.76,265.76
1176,74,2024-12-08 07:01:24,2024-12-08 08:22:24,30.93,429.04
1177,3432,2024-12-09 22:32:55,2024-12-10 00:14:55,23.97,332.11
1178,3769,2025-02-28 10:18:38,2025-02-28 11:09:38,2.09,29.9
1179,1745,2024-09-07 17:35:36,2024-09-07 18:58:36,12.53,144.36
1180,2229,2024-03-01 21:22:49,2024-03-01 22:01:49,18.11,174.75
1181,2211,2024-09-01 05:10:37,2024-09-01 07:02:37,18.53,262.27
1182,1663,2024-05-12 02:50:12,2024-05-12 03:13:12,4.2,47.77
1183,3469,2024-04-15 00:22:30,2024-04-15 02:20:30,7.5,102.33
1184,315,2025-08-23 15:23:51,2025-08-23 17:23:51,5.27,72.66
1185,4252,2025-03-23 05:52:20,2025-03-23 07:37:20,30.86,297.76
